id,manufacturer,model,icao24,callsign,origin_country,altitude_m,velocity_ms,estimated_fuel_burn_kg_h,estimated_co2_kg_h,captured_at,loaded_at
572,Boeing,777 240ER,7608eb,PIA786,Pakistan,11277.6,257.91,7500,23700,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
573,Boeing,737NG 8F2/W,4baac1,THY4FB,Turkey,10363.2,231.76,2400,7584,2026-08-17 20:13:13,2026-08-17 20:37:37.750911
574,Boeing,Boeing 777-300(ER),78115e,CCA940,China,10058.4,276.14,7500,23700,2026-08-17 20:12:28,2026-08-17 20:37:37.750911
575,Boeing,BOEING 737-8AS,4ca97c,RYR5JA,Ireland,,10.29,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
576,Airbus,A320 214,501d20,CFG2HD,Croatia,1203.96,82.11,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
577,Boeing,787 9,70c0ee,OMA143,Oman,12184.38,234.92,5500,17380,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
578,Boeing,737NG 8K5/W,3c0ca3,TUI8L,Germany,10363.2,229.27,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
579,Boeing,737NG 8K5/W,3c0ca7,TUI6YL,Germany,,9.77,2400,7584,2026-08-17 20:37:23,2026-08-17 20:37:37.750911
580,Boeing,BOEING 737-8AS,4ca8e7,RYR3AC,Ireland,8328.66,218.75,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
581,Boeing,BOEING 737-8AS,4ca8e4,RYR8274,Ireland,7734.3,233.56,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
582,Boeing,787 9,78110e,CXA812,China,10660.38,257.77,5500,17380,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
583,Boeing,BOEING 737-8AS,4ca8af,RYR8054,Ireland,8328.66,211.41,2400,7584,2026-08-17 20:32:38,2026-08-17 20:37:37.750911
584,Boeing,BOEING 737-8AS,4ca8d6,RYR13CQ,Ireland,10972.8,198.62,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
585,Boeing,BOEING 737-8AS,4ca8d7,RYR3AD,Ireland,3627.12,191.37,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
586,Boeing,BOEING 737-8AS,4ca8d8,RYR77SJ,Ireland,11277.6,249.62,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
587,Boeing,BOEING 737-8AS,4ca8d9,RYR3UR,Ireland,10241.28,230.36,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
588,Boeing,BOEING 737-8AS,4ca8d4,RYR6HL,Ireland,10668,244.13,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
589,Boeing,BOEING 737-8AS,4ca8d5,RYR10AM,Ireland,10980.42,218.19,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
590,Airbus,A320-214,4ca8bd,EIN69Y,Ireland,6416.04,130.3,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
591,Airbus,A321 231,4baa45,THY5TV,Turkey,6156.96,210.09,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
592,Airbus,A321 231,4baa42,THY7HL,Turkey,4815.84,160.04,2700,8532,2026-08-17 20:37:25,2026-08-17 20:37:37.750911
593,Airbus,A321 231,4baa46,THY2GR,Turkey,10370.82,227.78,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
594,Airbus,A321 231,4baa55,THY8RA,Turkey,1554.48,115.29,2700,8532,2026-08-17 20:37:25,2026-08-17 20:37:37.750911
595,Airbus,A321 231,4baa56,THY4LU,Turkey,8397.24,219.09,2700,8532,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
596,Airbus,A321 231,4baa52,THY3176,Turkey,10058.4,244.64,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
597,Airbus,A321 231,4baa50,THY3006,Turkey,10363.2,225.84,2700,8532,2026-08-17 20:37:10,2026-08-17 20:37:37.750911
598,Airbus,A321 231,4baa4d,THY5LT,Turkey,8709.66,228.41,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
599,Airbus,A321 231,4baa4b,THY9EC,Turkey,9745.98,227.51,2700,8532,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
600,Airbus,A321 231,4baa4c,THY2CU,Turkey,8823.96,256.98,2700,8532,2026-08-17 19:53:53,2026-08-17 20:37:37.750911
601,Boeing,BOEING 737-33V,40072b,EXS72MZ,United Kingdom,10363.2,214.41,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
602,Airbus,A320 251NSL,47bb0a,SAS64E,Norway,11285.22,236.05,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
603,Airbus,Airbus A321 231SL,4baa7a,THY3FW,Turkey,10469.88,237.25,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
604,Airbus,A321 231,4baa62,THY7CG,Turkey,2545.08,127.89,2700,8532,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
605,Airbus,A321 231,4baa63,THY3122,Turkey,9753.6,238.83,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
606,Airbus,A321 231SL,4baa69,THY5TN,Turkey,,4.37,2700,8532,2026-08-17 20:33:30,2026-08-17 20:37:37.750911
607,Airbus,A321 231SL,4baa76,THY217,Turkey,8145.78,265.96,2700,8532,2026-08-17 19:53:53,2026-08-17 20:37:37.750911
608,Airbus,A321 231SL,4baa72,THY5EJ,Turkey,10972.8,222.26,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
609,Airbus,A321 231SL,4baa6d,THY9EJ,Turkey,1165.86,102.91,2700,8532,2026-08-17 20:37:07,2026-08-17 20:37:37.750911
610,Airbus,A321 231SL,4baa6e,THY8LY,Turkey,10058.4,0.64,2700,8532,2026-08-17 19:53:59,2026-08-17 20:37:37.750911
611,Airbus,A321 231SL,4baa6a,THY8TW,Turkey,10363.2,233.37,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
612,Boeing,BOEING 737-8AS,4ca911,RYR33GT,Ireland,7010.4,228.69,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
613,Boeing,747-8F,a7ea7e,UPS19,United States,,0,10000,31600,2026-08-17 20:35:17,2026-08-17 20:37:37.750911
614,Boeing,737NG 8K5/W,3c618b,TUI8EA,Germany,11582.4,207.32,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
615,Airbus,A320-214,4ca92d,EIN58K,Ireland,10363.2,225.46,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
616,Airbus,A321 211SL,45d069,VKG201,Denmark,10370.82,240.31,2700,8532,2026-08-17 20:37:23,2026-08-17 20:37:37.750911
617,Boeing,737 MAX 8,4ca92b,RYR17KC,Ireland,7490.46,226.64,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
618,Airbus,A320-214,4ca935,EIN833,Ireland,10972.8,194.26,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
619,Airbus,A321 211SL,45d068,VKG068,Denmark,10675.62,246.76,2700,8532,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
620,Boeing,777 206ER,484370,KLM701,Kingdom of the Netherlands,9448.8,258.87,7500,23700,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
621,Airbus,A320-214,4ca947,EIN4HW,Ireland,6667.5,190.79,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
622,Boeing,BOEING 737-8AS,4ca891,RYR4LJ,Ireland,,4.63,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
623,Boeing,BOEING 737-8AS,4ca892,RYR8LW,Ireland,4465.32,197.82,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
624,Boeing,BOEING 737-8AS,4ca84c,RYR3RQ,Ireland,9745.98,270.13,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
625,Boeing,BOEING 737-8AS,4ca84e,RYR7LT,Ireland,1851.66,121.48,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
626,Boeing,BOEING 737-8AS,4ca857,RYR61VG,Ireland,,4.12,2400,7584,2026-08-17 20:37:12,2026-08-17 20:37:37.750911
627,Boeing,BOEING 737-8AS,4ca854,RYR7644,Ireland,10363.2,229.59,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
628,Boeing,BOEING 737-8AS,4ca850,RYR36PW,Ireland,11277.6,242.74,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
629,Boeing,BOEING 737-8AS,4ca852,RYR8XW,Ireland,11277.6,214.93,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
630,Airbus,A320-216,4ca85c,ITY1601,Ireland,9685.02,208.37,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
631,Airbus,A320-216,4ca85b,ITY1177,Ireland,11269.98,247.4,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
632,Boeing,BOEING 737-8AS,4ca893,RYR76UD,Ireland,11582.4,213.9,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
633,Airbus,A320 232,4baa08,THY3CV,Turkey,7162.8,215.46,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
634,Airbus,A320 232,4baa09,THY4RM,Turkey,4099.56,187.6,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
635,Boeing,737NG 8K5/W,3c0c9e,TUI7NX,Germany,2133.6,156.32,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
636,Boeing,BOEING 737-8AS,4ca7b9,RYR9592,Ireland,6545.58,192.03,2400,7584,2026-08-17 20:37:25,2026-08-17 20:37:37.750911
637,Boeing,BOEING 737-8AS,4ca7b5,RYR3ZF,Ireland,,4.37,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
638,Boeing,BOEING 737-8AS,4ca7b6,RYR380A,Ireland,11582.4,212.01,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
639,Boeing,BOEING 737-8AS,4ca7b7,RYR1794,Ireland,5791.2,196.13,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
640,Boeing,BOEING 737-8AS,4ca7b3,RYR916W,Ireland,11277.6,241.7,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
641,Airbus,A320-214,4ca6c4,EIN595,Ireland,1874.52,147.2,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
642,Boeing,787 9,88812b,HVN56,Viet Nam,11277.6,263.42,5500,17380,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
643,Airbus,A320 214,02a191,TAR681,Tunisia,11887.2,248.1,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
644,Boeing,BOEING 737-8AS,4ca6fb,RYR93VX,Ireland,9936.48,230.33,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
645,Boeing,BOEING 737-8AS,4ca6fc,RYR46UC,Ireland,10850.88,207.01,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
646,Boeing,BOEING 737-8AS,4ca808,RYR3UA,Ireland,967.74,109.09,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
647,Boeing,BOEING 737-8AS,4ca809,RYR5951,Ireland,9936.48,206.97,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
648,Boeing,BOEING 737-8AS,4ca802,RYR87RV,Ireland,1958.34,124.65,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
649,Boeing,BOEING 737-8AS,4ca804,RYR27CM,Ireland,,6.69,2400,7584,2026-08-17 20:35:23,2026-08-17 20:37:37.750911
650,Boeing,BOEING 737-8AS,4ca805,RYR2557,Ireland,,0,2400,7584,2026-08-17 20:36:02,2026-08-17 20:37:37.750911
651,Boeing,BOEING 737-8AS,4ca801,RYR1ZD,Ireland,10972.8,195.1,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
652,Airbus,A320 214,4ca837,EIN33W,Ireland,10363.2,203.71,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
653,Boeing,BOEING 737-8AS,4ca847,RYR29WH,Ireland,11277.6,239.11,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
654,Boeing,BOEING 737-8AS,4ca80b,RYR720W,Ireland,10972.8,221.5,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
655,Boeing,BOEING 737-8AS,4ca80c,RYR7MP,Ireland,,0,2400,7584,2026-08-17 20:36:29,2026-08-17 20:37:37.750911
656,Boeing,BOEING 737-8AS,4ca80e,RYR7139,Ireland,6278.88,251.51,2400,7584,2026-08-17 20:09:53,2026-08-17 20:37:37.750911
657,Boeing,Boeing 787-9,485343,KLM855,Kingdom of the Netherlands,6484.62,249.32,5500,17380,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
658,Boeing,BOEING 737-8AS,4ca813,RYR10GJ,Ireland,,5.14,2400,7584,2026-08-17 20:37:21,2026-08-17 20:37:37.750911
659,Boeing,BOEING 737-8AS,4ca815,RYR9MX,Ireland,11887.2,231.23,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
660,Boeing,BOEING 737-8AS,4ca816,RYR16AZ,Ireland,,7.72,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
661,Boeing,BOEING 737-8AS,4ca810,RYR33KQ,Ireland,11582.4,208.46,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
662,Boeing,737NG 86Q/W,4bceb5,SXS5EY,Turkey,10972.8,214.21,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
663,Airbus,A319 112,501d18,CTN82W,Croatia,11879.58,250.34,2300,7268,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
664,Boeing,737NG 800/W,4bcde7,SXS6BM,Turkey,10972.8,225.44,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
665,Boeing,737-8AS,4bcdf2,CAI9112,Turkey,,22.12,2400,7584,2026-08-17 20:37:11,2026-08-17 20:37:37.750911
666,Boeing,737-86J,4bcdee,SXS9EW,Turkey,,0,2400,7584,2026-08-17 20:37:18,2026-08-17 20:37:37.750911
667,Airbus,A320-214,4ca770,EIN63K,Ireland,3223.26,138.39,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
668,Boeing,737 MAX 8,4bcdec,SXS2LL,Turkey,11277.6,247.81,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
669,Boeing,737-8HC,4bcdf9,SXS7JR,Turkey,12496.8,246.38,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
670,Boeing,BOEING 737-8AS,4ca766,RYR10PJ,Ireland,11277.6,249.06,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
671,Boeing,BOEING 737-8AS,4ca761,RYR20EE,Ireland,5791.2,195.77,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
672,Airbus,A321 212,394c18,AFR1054,France,11269.98,245.06,2700,8532,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
673,Boeing,BOEING 737-8AS,4ca764,RYR3733,Ireland,152.4,73.92,2400,7584,2026-08-17 20:37:13,2026-08-17 20:37:37.750911
674,Boeing,737NG 8HC/W,4bcdd4,SXS4WM,Turkey,10972.8,224.8,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
675,Boeing,737NG 8HC/W,4bcdd2,SXS3SB,Turkey,11277.6,245.91,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
676,Boeing,BOEING 737-8AS,4ca739,RYR354V,Ireland,6972.3,249.14,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
677,Boeing,BOEING 737-8AS,4ca73f,RYR5WF,Ireland,10972.8,192.55,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
678,Boeing,BOEING 737-8AS,4ca73b,RYR7CV,Ireland,10538.46,267.82,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
679,Boeing,BOEING 737-8AS,4ca73d,RYR4CB,Ireland,129.54,75.34,2400,7584,2026-08-17 20:33:52,2026-08-17 20:37:37.750911
680,Boeing,BOEING 737-8AS,4ca73e,RYR33WW,Ireland,10355.58,198.37,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
681,Boeing,737NG 8HC/W,4bcdd5,SXS5HU,Turkey,12496.8,245.46,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
682,Boeing,BOEING 737-8AS,4ca73a,RYR52RY,Ireland,2705.1,135.47,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
683,Boeing,737NG 800/W,4bcde5,SXS5NH,Turkey,11887.2,234.21,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
684,Boeing,737NG 800/W,4bcde4,SXS921,Turkey,11887.2,245.09,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
685,Boeing,737NG 8HC/W,4bcde2,SXS155,Turkey,11277.6,233.76,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
686,Boeing,737NG 8HC/W,4bcde1,SXS57V,Turkey,11277.6,255.26,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
687,Boeing,BOEING 737-8AS,4ca740,RYR70ZV,Ireland,3726.18,183.26,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
688,Boeing,737NG 8HC/W,4bcdce,SXS9NU,Turkey,11277.6,255.32,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
689,Boeing,BOEING 737-8AS,4ca741,RYR93BN,Ireland,4739.64,191.82,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
690,Boeing,737-8HX,4bcdfa,SXS5KX,Turkey,11826.24,238.2,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
691,Airbus,A320-214,4ca76f,EIN183,Ireland,10363.2,196.94,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
692,Boeing,BOEING 737-8K5,405e24,TOM32A,United Kingdom,11582.4,210.98,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
693,Boeing,BOEING 737-8AS,4ca6a6,RYR8FD,Ireland,11582.4,214.18,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
694,Boeing,BOEING 737-8AS,4ca6a4,RYR27MD,Ireland,10972.8,213.12,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
695,Boeing,787 9,4851af,KLM809,Kingdom of the Netherlands,10058.4,285.72,5500,17380,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
696,Boeing,787 9,4851b0,KLM887,Kingdom of the Netherlands,10668,286.06,5500,17380,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
697,Boeing,737NG 800/W,4853d0,TRA24Z,Kingdom of the Netherlands,11582.4,224.64,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
698,Airbus,A320-214,4ca5c8,EIN529,Ireland,8740.14,200.69,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
699,Boeing,747-46NF,a57e87,GTI5579,United States,,3.86,10000,31600,2026-08-17 20:37:04,2026-08-17 20:37:37.750911
700,Boeing,737NG 800/W,4853d4,TRA56J,Kingdom of the Netherlands,11582.4,222.33,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
701,Boeing,737NG 800/W,4853d2,TRA88L,Kingdom of the Netherlands,11582.4,228.83,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
702,Airbus,A320 214,341682,IBS1864,Spain,11277.6,242.17,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
703,Airbus,AIRBUS A320-232,405ee1,SHT3H,United Kingdom,1973.58,136.51,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
704,Airbus,AIRBUS A320-232,405ee0,BAW507,United Kingdom,5021.58,190.45,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
705,Boeing,737NG 9K2/W,48418b,KLM47G,Kingdom of the Netherlands,2583.18,138.4,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
706,Boeing,737NG 9K2/W,48418a,KLM41U,Kingdom of the Netherlands,11887.2,234.59,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
707,Boeing,737NG 9K2/W,48418d,KLM1961,Kingdom of the Netherlands,12496.8,272.4,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
708,Boeing,737NG 9K2/W,48418c,KLM39G,Kingdom of the Netherlands,11887.2,205.44,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
709,Boeing,Boeing 737NG 8K2/W,484186,TRA4B,Kingdom of the Netherlands,11582.4,221.4,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
710,Boeing,737NG 8K2/W,484166,KLM1435,Kingdom of the Netherlands,10668,270.27,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
711,Boeing,737NG 8K2/W,484165,KLM25J,Kingdom of the Netherlands,11010.9,231.79,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
712,Boeing,737NG 8K2/W,48415f,KLM1361,Kingdom of the Netherlands,7909.56,248.54,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
713,Boeing,737NG 8K2/W,48414d,TRA14E,Kingdom of the Netherlands,11582.4,226.55,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
714,Boeing,737NG 8K2/W,48414c,TRA54U,Kingdom of the Netherlands,609.6,96.48,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
715,Boeing,737NG 8K2/W,484133,KLM1038,Kingdom of the Netherlands,10668,276.4,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
716,Boeing,737NG 8K2/W,484132,KLM45Q,Kingdom of the Netherlands,11887.2,213.96,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
717,Boeing,BOEING 737-8AS,4ca707,RYR81YQ,Ireland,7223.76,195.11,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
718,Boeing,BOEING 737-8AS,4ca704,RYR636Q,Ireland,3474.72,208.73,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
719,Boeing,BOEING 737-8AS,4ca700,RYR13GH,Ireland,7627.62,218.77,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
720,Boeing,BOEING 737-8AS,4ca701,RYR5HE,Ireland,10972.8,215.12,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
721,Boeing,BOEING 737-8AS,4ca646,RYR9YH,Ireland,3345.18,182.96,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
722,Boeing,BOEING 737-8AS,4ca647,RYR9433,Ireland,9448.8,232.19,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
723,Airbus,A320-214,4ca640,EIN449,Ireland,10370.82,234.01,2500,7900,2026-08-17 20:37:25,2026-08-17 20:37:37.750911
724,Boeing,737NG 8HC/W,4bccb0,SXS8AJ,Turkey,11277.6,244.09,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
725,Airbus,AIRBUS A320-214,405f11,EZY83AF,United Kingdom,10988.04,214.59,2500,7900,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
726,Boeing,737NG 8HC/W,4bccab,SXS4PR,Turkey,11277.6,253.3,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
727,Boeing,737NG 8HC/W,4bccaa,SXS1XU,Turkey,11582.4,203.71,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
728,Boeing,BOEING 737-8AS,4ca61e,RYR8YU,Ireland,6431.28,228.22,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
729,Boeing,BOEING 737-8AS,4ca61f,RYR1FA,Ireland,11277.6,238.59,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
730,Boeing,BOEING 737-8AS,4ca61b,RYR6Z,Ireland,,0,2400,7584,2026-08-17 20:37:23,2026-08-17 20:37:37.750911
731,Boeing,BOEING 737-8AS,4ca61d,RYR2RM,Ireland,8595.36,257.27,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
732,Boeing,737NG 8HC/W,4bccb5,SXS6PZ,Turkey,10972.8,196.25,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
733,Boeing,BOEING 737-8AS,4ca622,RYR81NH,Ireland,8839.2,215.73,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
734,Boeing,BOEING 737-8AS,4ca624,RYR89HZ,Ireland,5791.2,201.14,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
735,Boeing,Boeing 737NG 8HC/W,4bccaf,SXS2LD,Turkey,11277.6,243.66,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
736,Boeing,BOEING 737-8AS,4ca621,RYR8ZP,Ireland,10972.8,206.18,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
737,Airbus,A320 232,47340e,TVS7FK,Hungary,10058.4,228.23,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
738,Boeing,Boeing 747-4EVERF,448466,CHG285,Belgium,11262.36,278.67,10000,31600,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
739,Boeing,737-8K5,4bce06,SXS7AM,Turkey,,21.61,2400,7584,2026-08-17 20:37:25,2026-08-17 20:37:37.750911
740,Boeing,737-8AS,4bce04,SXS8QP,Turkey,11277.6,239.65,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
741,Boeing,737-8AS,4bce03,SXS9MR,Turkey,11582.4,224.31,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
742,Boeing,737-86Q,4bce02,SXS23Q,Turkey,83.82,0,2400,7584,2026-08-17 20:37:19,2026-08-17 20:37:37.750911
743,Boeing,737-8U3 (W)	,4bce15,SXS5LG,Turkey,3855.72,151.74,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
744,Boeing,737-8U3 (W),4bce14,SXS1EN,Turkey,10972.8,226.44,2400,7584,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
745,Boeing,737-8JP (W)	,4bce12,SXS3TE,Turkey,11887.2,240.76,2400,7584,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
746,Boeing,Boeing 747-8R7F,4d0102,CLX9001,Luxembourg,11277.6,278.24,10000,31600,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
747,Boeing,Boeing 747-8R7F,4d0112,CLX9,Luxembourg,10363.2,243.15,10000,31600,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
748,Boeing,Boeing 747-8R7F,4d0116,CLX226,Luxembourg,2644.14,157.6,10000,31600,2026-08-17 20:37:26,2026-08-17 20:37:37.750911
749,Airbus,AIRBUS A319-111,400e14,EZY18PK,United Kingdom,9768.84,229.42,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
750,Airbus,A319-111,346188,VLG7PK,Spain,4785.36,226.87,2300,7268,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
751,Airbus,A320-271N,346185,IBE0686,Spain,4625.34,156.07,2500,7900,2026-08-17 20:37:27,2026-08-17 20:37:37.750911
